date,employee_id,project_id,hours_logged,activity_type,task,hourly_cost_eur
2025-10-03,E004,P008,1.0,billable,QA/Testing,35.7
2025-10-03,E004,P011,2.1,billable,Documentation,35.7
2025-10-06,E004,P006,2.9,billable,Implementation,35.7
2025-10-06,E004,P002,5.1,billable,QA/Testing,35.7
2025-10-07,E004,P007,2.3,billable,Analysis,35.7
2025-10-07,E004,P006,1.6,billable,Ops/Admin,35.7
2025-10-07,E004,P004,2.6,non_billable,Documentation,35.7
2025-10-08,E004,P009,3.9,billable,Design,35.7
2025-10-08,E004,P006,3.7,non_billable,QA/Testing,35.7
2025-10-09,E004,P012,4.2,non_billable,Analysis,35.7
2025-10-09,E004,P006,3.7,billable,Implementation,35.7
2025-10-10,E004,P005,3.5,billable,Design,35.7
2025-10-10,E004,P007,3.4,billable,Sales/Prospecting,35.7
2025-10-15,E004,P004,3.6,billable,Research,35.7
2025-10-15,E004,P012,1.9,billable,Implementation,35.7
2025-10-15,E004,P011,2.5,billable,Project Management,35.7
2025-10-17,E004,P007,2.9,billable,Client Meeting,35.7
2025-10-17,E004,P012,4.2,billable,QA/Testing,35.7
2025-10-20,E004,P007,3.5,billable,Sales/Prospecting,35.7
2025-10-20,E004,P007,4.2,billable,Ops/Admin,35.7
2025-10-21,E004,P002,3.8,billable,Implementation,35.7
2025-10-21,E004,P009,1.1,non_billable,Sales/Prospecting,35.7
2025-10-21,E004,P007,3.1,billable,Client Meeting,35.7
2025-10-22,E004,P007,2.3,billable,Documentation,35.7
2025-10-22,E004,INTERNAL,4.6,non_billable,Client Meeting,35.7
2025-10-23,E004,P006,3.6,billable,Client Meeting,35.7
2025-10-23,E004,P006,1.3,billable,QA/Testing,35.7
2025-10-23,E004,P011,3.1,non_billable,QA/Testing,35.7
2025-10-24,E004,P012,2.6,billable,Research,35.7
2025-10-24,E004,P002,5.4,billable,Implementation,35.7
2025-10-27,E004,P004,2.7,billable,Sales/Prospecting,35.7
2025-10-27,E004,P012,5.3,billable,Ops/Admin,35.7
2025-10-28,E004,P011,4.0,billable,Project Management,35.7
2025-10-28,E004,INTERNAL,0.9,non_billable,Analysis,35.7
2025-10-28,E004,P007,2.5,billable,Design,35.7
2025-10-29,E004,P011,3.7,non_billable,Sales/Prospecting,35.7
2025-10-29,E004,P011,3.8,billable,Analysis,35.7
2025-10-30,E004,INTERNAL,3.8,non_billable,Analysis,35.7
2025-10-30,E004,P009,4.2,billable,Design,35.7
2025-10-31,E004,P002,2.8,billable,Sales/Prospecting,35.7
2025-10-31,E004,P009,2.2,billable,Ops/Admin,35.7
2025-10-31,E004,INTERNAL,3.0,non_billable,Ops/Admin,35.7
2025-11-03,E004,INTERNAL,2.9,non_billable,Analysis,35.7
2025-11-03,E004,P002,5.1,billable,Research,35.7
2025-11-04,E004,P003,1.9,billable,Documentation,35.7
2025-11-04,E004,P011,1.1,billable,Client Meeting,35.7
2025-11-04,E004,INTERNAL,2.7,non_billable,Implementation,35.7
2025-11-06,E004,P004,3.2,billable,Project Management,35.7
2025-11-06,E004,P009,3.2,billable,Project Management,35.7
2025-11-07,E004,P012,4.0,billable,Ops/Admin,35.7
2025-11-07,E004,P004,4.0,billable,Analysis,35.7
2025-11-10,E004,P009,3.5,non_billable,Sales/Prospecting,35.7
2025-11-10,E004,P004,1.3,billable,Project Management,35.7
2025-11-10,E004,P005,1.7,billable,Research,35.7
2025-11-11,E004,P006,3.8,billable,Ops/Admin,35.7
2025-11-11,E004,P008,4.2,billable,Research,35.7
2025-11-12,E004,P003,2.3,billable,QA/Testing,35.7
2025-11-12,E004,P006,5.7,billable,Documentation,35.7
2025-11-13,E004,P004,3.9,non_billable,Client Meeting,35.7
2025-11-13,E004,P011,4.0,billable,Project Management,35.7
2025-11-17,E004,P012,3.3,billable,Implementation,35.7
2025-11-17,E004,INTERNAL,4.7,non_billable,Sales/Prospecting,35.7
2025-11-18,E004,P009,3.5,non_billable,Research,35.7
2025-11-18,E004,P012,4.5,billable,Client Meeting,35.7
2025-11-19,E004,P011,3.0,billable,Sales/Prospecting,35.7
2025-11-19,E004,P012,5.0,billable,Design,35.7
2025-11-20,E004,P004,3.3,billable,Sales/Prospecting,35.7
2025-11-20,E004,P009,1.5,billable,QA/Testing,35.7
2025-11-20,E004,P009,3.0,billable,Client Meeting,35.7
2025-11-21,E004,P006,2.5,billable,Design,35.7
2025-11-21,E004,P011,5.5,billable,QA/Testing,35.7
2025-11-24,E004,P012,3.4,billable,Project Management,35.7
2025-11-24,E004,INTERNAL,3.8,non_billable,Analysis,35.7
2025-11-26,E004,P009,3.3,non_billable,Research,35.7
2025-11-26,E004,P011,2.4,billable,Design,35.7
2025-11-26,E004,P004,2.3,billable,Research,35.7
2025-11-27,E004,P006,3.5,billable,Ops/Admin,35.7
2025-11-27,E004,P007,1.9,billable,Ops/Admin,35.7
2025-11-27,E004,P012,1.7,billable,Documentation,35.7
2025-11-28,E004,P006,2.3,billable,Sales/Prospecting,35.7
2025-11-28,E004,P007,4.5,billable,Client Meeting,35.7
2025-12-01,E004,P002,4.0,billable,Documentation,35.7
2025-12-01,E004,P009,3.2,billable,Documentation,35.7
2025-12-02,E004,P006,3.4,billable,QA/Testing,35.7
2025-12-02,E004,P006,2.1,billable,Research,35.7
2025-12-02,E004,P011,2.5,billable,Sales/Prospecting,35.7
2025-12-04,E004,P006,2.4,billable,Design,35.7
2025-12-04,E004,P002,5.5,billable,Research,35.7
2025-12-05,E004,P006,2.6,billable,Implementation,35.7
2025-12-05,E004,P008,4.6,billable,Project Management,35.7
2025-12-08,E004,P007,3.7,billable,Client Meeting,35.7
2025-12-08,E004,P006,3.5,billable,Sales/Prospecting,35.7
2025-12-09,E004,P011,3.4,billable,Sales/Prospecting,35.7
2025-12-09,E004,P002,1.7,non_billable,Analysis,35.7
2025-12-09,E004,P004,2.3,billable,Analysis,35.7
2025-12-10,E004,P006,3.1,billable,Client Meeting,35.7
2025-12-10,E004,P001,1.7,billable,Client Meeting,35.7
2025-12-10,E004,P009,2.5,billable,Research,35.7
2025-12-11,E004,INTERNAL,4.4,non_billable,QA/Testing,35.7
2025-12-11,E004,P007,1.8,billable,Client Meeting,35.7
2025-12-11,E004,P011,1.8,billable,Documentation,35.7
2025-12-12,E004,P002,2.3,billable,Implementation,35.7
2025-12-12,E004,P008,2.2,billable,Analysis,35.7
2025-12-12,E004,P012,3.5,billable,Documentation,35.7
2025-12-15,E004,P009,2.7,billable,Implementation,35.7
2025-12-15,E004,P011,5.3,non_billable,Implementation,35.7
2025-12-16,E004,P007,3.5,billable,Documentation,35.7
2025-12-16,E004,P004,4.5,billable,Research,35.7
2025-12-17,E004,P011,4.3,billable,Client Meeting,35.7
2025-12-17,E004,P009,3.6,billable,Implementation,35.7
2025-12-18,E004,P011,2.7,billable,Research,35.7
2025-12-18,E004,INTERNAL,1.2,non_billable,Implementation,35.7
2025-12-18,E004,P009,2.5,billable,Client Meeting,35.7
2025-12-19,E004,P007,4.0,non_billable,QA/Testing,35.7
2025-12-19,E004,P006,4.0,billable,Documentation,35.7
2025-12-22,E004,P012,3.6,non_billable,Design,35.7
2025-12-22,E004,P011,3.8,billable,QA/Testing,35.7
2025-12-23,E004,P002,2.1,billable,Project Management,35.7
2025-12-23,E004,P002,2.4,billable,Implementation,35.7
2025-12-23,E004,P012,3.5,billable,Sales/Prospecting,35.7
2025-12-24,E004,P003,3.8,billable,Research,35.7
2025-12-24,E004,P006,4.2,billable,Ops/Admin,35.7
2025-12-25,E004,P009,2.3,billable,Documentation,35.7
2025-12-25,E004,INTERNAL,5.6,non_billable,Sales/Prospecting,35.7
2025-12-26,E004,P007,2.6,billable,QA/Testing,35.7
2025-12-26,E004,P012,1.1,non_billable,Design,35.7
2025-12-26,E004,P009,2.9,billable,Research,35.7
2025-12-29,E004,P011,3.5,non_billable,Sales/Prospecting,35.7
2025-12-29,E004,P011,1.8,billable,Research,35.7
2025-12-29,E004,P011,1.5,billable,Design,35.7
2025-12-30,E004,INTERNAL,3.5,non_billable,Research,35.7
2025-12-30,E004,P011,0.9,billable,Documentation,35.7
2025-12-30,E004,P012,2.5,billable,Sales/Prospecting,35.7
2025-12-31,E004,P006,3.2,billable,QA/Testing,35.7
2025-12-31,E004,P007,1.8,billable,Implementation,35.7
2025-12-31,E004,P004,2.7,non_billable,Project Management,35.7
2026-01-05,E004,P009,2.0,non_billable,Analysis,35.7
2026-01-05,E004,P006,2.4,billable,Documentation,35.7
2026-01-05,E004,P012,2.8,billable,Sales/Prospecting,35.7
2026-01-06,E004,P012,2.1,billable,Sales/Prospecting,35.7
2026-01-06,E004,P002,1.9,billable,Ops/Admin,35.7
2026-01-06,E004,P011,4.0,non_billable,QA/Testing,35.7
2026-01-08,E004,P001,4.2,non_billable,Analysis,35.7
2026-01-08,E004,P002,3.5,billable,QA/Testing,35.7
2026-01-09,E004,P011,2.8,billable,Client Meeting,35.7
2026-01-09,E004,P006,1.3,billable,QA/Testing,35.7
2026-01-09,E004,P004,2.5,billable,Ops/Admin,35.7
2026-01-12,E004,P011,2.4,billable,Implementation,35.7
2026-01-12,E004,P012,1.7,billable,Documentation,35.7
2026-01-12,E004,P012,3.9,billable,Design,35.7
2026-01-13,E004,P001,3.2,billable,Sales/Prospecting,35.7
2026-01-13,E004,P004,4.6,billable,Analysis,35.7
2026-01-15,E004,P006,2.6,billable,Ops/Admin,35.7
2026-01-15,E004,P002,4.5,billable,Project Management,35.7
2026-01-16,E004,P004,2.2,billable,Research,35.7
2026-01-16,E004,P004,5.7,billable,Analysis,35.7
2026-01-19,E004,P004,3.2,billable,QA/Testing,35.7
2026-01-19,E004,P007,4.8,billable,QA/Testing,35.7
2026-01-20,E004,P011,2.7,billable,Project Management,35.7
2026-01-20,E004,P012,1.9,billable,Sales/Prospecting,35.7
2026-01-20,E004,P002,2.6,billable,Sales/Prospecting,35.7
2026-01-21,E004,INTERNAL,2.3,non_billable,Design,35.7
2026-01-21,E004,INTERNAL,5.7,non_billable,Client Meeting,35.7
2026-01-22,E004,P006,2.1,billable,Documentation,35.7
2026-01-22,E004,P008,2.3,billable,Research,35.7
2026-01-22,E004,P011,2.6,billable,Sales/Prospecting,35.7
2026-01-23,E004,INTERNAL,2.0,non_billable,Research,35.7
2026-01-23,E004,P009,4.9,non_billable,Documentation,35.7
2026-01-26,E004,P006,2.8,billable,Design,35.7
2026-01-26,E004,P011,4.5,billable,Design,35.7
2026-01-27,E004,P002,3.3,billable,Analysis,35.7
2026-01-27,E004,P012,1.3,billable,Client Meeting,35.7
2026-01-27,E004,P009,3.4,billable,Sales/Prospecting,35.7
2026-01-29,E004,P007,3.4,billable,Project Management,35.7
2026-01-29,E004,P012,3.5,billable,Documentation,35.7
2026-01-30,E004,P011,2.4,billable,Analysis,35.7
2026-01-30,E004,P011,3.8,billable,Client Meeting,35.7
2026-02-02,E004,P002,2.0,billable,Sales/Prospecting,35.7
2026-02-02,E004,P002,1.5,billable,Ops/Admin,35.7
2026-02-02,E004,P012,2.9,billable,Documentation,35.7
2026-02-03,E004,P004,2.5,billable,Sales/Prospecting,35.7
2026-02-03,E004,P006,2.4,billable,Sales/Prospecting,35.7
2026-02-03,E004,INTERNAL,2.5,non_billable,Analysis,35.7
2026-02-04,E004,P011,3.9,non_billable,Project Management,35.7
2026-02-04,E004,P009,4.1,billable,Client Meeting,35.7
2026-02-05,E004,P012,2.4,billable,Analysis,35.7
2026-02-05,E004,P005,4.4,billable,Sales/Prospecting,35.7
2026-02-06,E004,P011,2.1,billable,Sales/Prospecting,35.7
2026-02-06,E004,INTERNAL,3.1,non_billable,QA/Testing,35.7
2026-02-06,E004,P007,2.8,billable,Documentation,35.7
2026-02-09,E004,P009,3.8,non_billable,Research,35.7
2026-02-09,E004,P007,4.0,billable,Client Meeting,35.7
2026-02-10,E004,P007,3.1,billable,Implementation,35.7
2026-02-10,E004,P004,4.7,billable,Project Management,35.7
2026-02-11,E004,INTERNAL,2.2,non_billable,Analysis,35.7
2026-02-11,E004,P007,5.6,billable,Documentation,35.7
2026-02-12,E004,P007,3.1,billable,Client Meeting,35.7
2026-02-12,E004,P006,3.7,billable,Implementation,35.7
2026-02-13,E004,P003,2.0,billable,Documentation,35.7
2026-02-13,E004,P012,3.1,billable,QA/Testing,35.7
2026-02-13,E004,P007,2.8,billable,Client Meeting,35.7
2026-02-16,E004,P007,3.9,billable,Analysis,35.7
2026-02-16,E004,INTERNAL,4.0,non_billable,Research,35.7
2026-02-17,E004,INTERNAL,3.4,non_billable,Ops/Admin,35.7
2026-02-17,E004,P002,3.9,billable,Analysis,35.7
2026-02-18,E004,P004,2.7,billable,Analysis,35.7
2026-02-18,E004,P002,2.4,non_billable,Design,35.7
2026-02-18,E004,P007,2.4,billable,QA/Testing,35.7
2026-02-19,E004,P003,2.3,billable,Design,35.7
2026-02-19,E004,P012,1.6,billable,QA/Testing,35.7
2026-02-19,E004,P004,4.1,billable,Client Meeting,35.7
2026-02-20,E004,P002,2.8,billable,Design,35.7
2026-02-20,E004,P002,1.9,billable,Project Management,35.7
2026-02-20,E004,P012,2.5,non_billable,Research,35.7
2026-02-23,E004,P004,3.2,billable,Client Meeting,35.7
2026-02-23,E004,P009,0.9,billable,Analysis,35.7
2026-02-23,E004,P006,2.7,billable,Analysis,35.7
2026-02-24,E004,P011,3.0,billable,Implementation,35.7
2026-02-24,E004,P002,3.8,billable,Sales/Prospecting,35.7
2026-02-25,E004,P002,2.2,billable,Client Meeting,35.7
2026-02-25,E004,P007,5.8,billable,Documentation,35.7
2026-02-26,E004,P004,2.6,billable,QA/Testing,35.7
2026-02-26,E004,P006,1.2,billable,QA/Testing,35.7
2026-02-26,E004,P002,3.5,billable,QA/Testing,35.7
2026-03-02,E004,P007,3.6,billable,Documentation,35.7
2026-03-02,E004,P007,4.4,billable,Implementation,35.7
2026-03-03,E004,P007,3.6,billable,Analysis,35.7
2026-03-03,E004,P012,2.0,billable,Research,35.7
2026-03-03,E004,P011,2.4,billable,Project Management,35.7
2026-03-04,E004,P004,2.4,billable,Analysis,35.7
2026-03-04,E004,P002,5.6,billable,Sales/Prospecting,35.7
2026-03-05,E004,P002,2.3,non_billable,Client Meeting,35.7
2026-03-05,E004,P012,4.1,billable,Client Meeting,35.7
2026-03-06,E004,P012,3.9,billable,Documentation,35.7
2026-03-06,E004,INTERNAL,3.2,non_billable,Implementation,35.7
2026-03-09,E004,P011,3.8,non_billable,Client Meeting,35.7
2026-03-09,E004,P011,3.6,billable,Client Meeting,35.7
2026-03-10,E004,P012,4.0,billable,Client Meeting,35.7
2026-03-10,E004,P002,4.0,billable,Ops/Admin,35.7
2026-03-11,E004,P009,3.5,billable,Ops/Admin,35.7
2026-03-11,E004,P010,4.5,billable,Client Meeting,35.7
2026-03-13,E004,P004,4.1,billable,Sales/Prospecting,35.7
2026-03-13,E004,P006,3.9,non_billable,Research,35.7
2026-03-16,E004,P012,3.0,billable,QA/Testing,35.7
2026-03-16,E004,P006,3.1,billable,Client Meeting,35.7
2026-03-17,E004,P012,2.5,billable,Ops/Admin,35.7
2026-03-17,E004,P007,1.5,billable,Documentation,35.7
2026-03-17,E004,P006,4.0,billable,Sales/Prospecting,35.7
2026-03-18,E004,P009,2.6,billable,Sales/Prospecting,35.7
2026-03-18,E004,P002,4.7,billable,Project Management,35.7
2026-03-19,E004,P006,3.3,billable,Implementation,35.7
2026-03-19,E004,P004,4.7,billable,Client Meeting,35.7
2026-03-20,E004,P002,3.4,billable,QA/Testing,35.7
2026-03-20,E004,P011,4.6,billable,QA/Testing,35.7
2026-03-23,E004,P004,2.3,billable,QA/Testing,35.7
2026-03-23,E004,P007,4.7,billable,Client Meeting,35.7
2026-03-24,E004,P004,3.3,billable,Ops/Admin,35.7
2026-03-24,E004,P012,4.7,non_billable,Documentation,35.7
2026-03-25,E004,P006,3.8,billable,Analysis,35.7
2026-03-25,E004,P011,1.9,billable,Implementation,35.7
2026-03-25,E004,P012,1.8,billable,Sales/Prospecting,35.7
2026-03-26,E004,P002,1.8,billable,Ops/Admin,35.7
2026-03-26,E004,P004,3.4,billable,Client Meeting,35.7
2026-03-27,E004,P007,4.1,billable,Research,35.7
2026-03-27,E004,P011,3.9,billable,Sales/Prospecting,35.7
2026-03-30,E004,P012,3.6,billable,Client Meeting,35.7
2026-03-30,E004,P011,3.9,billable,Documentation,35.7
2026-03-31,E004,P002,3.6,billable,Documentation,35.7
2026-03-31,E004,P004,4.4,billable,Research,35.7
2025-10-01,E005,P002,2.7,billable,Ops/Admin,35.48
2025-10-01,E005,P012,4.1,non_billable,Implementation,35.48
2025-10-02,E005,P009,2.2,billable,Research,35.48
2025-10-02,E005,P002,4.6,billable,Research,35.48
2025-10-03,E005,INTERNAL,4.0,non_billable,Client Meeting,35.48
2025-10-03,E005,P012,3.7,billable,Design,35.48
2025-10-06,E005,P009,3.9,billable,Implementation,35.48
2025-10-06,E005,P009,3.3,billable,Client Meeting,35.48
2025-10-07,E005,P011,2.7,non_billable,Sales/Prospecting,35.48
2025-10-07,E005,P012,2.3,billable,Research,35.48
2025-10-07,E005,P006,3.0,billable,Implementation,35.48
2025-10-08,E005,P009,1.6,billable,Sales/Prospecting,35.48
2025-10-08,E005,P006,4.9,billable,Documentation,35.48
2025-10-09,E005,P007,3.6,billable,Implementation,35.48
2025-10-09,E005,P006,1.2,billable,Design,35.48
2025-10-09,E005,P012,2.5,billable,Research,35.48
2025-10-10,E005,P008,3.7,billable,Ops/Admin,35.48
2025-10-10,E005,P002,1.6,billable,Implementation,35.48
2025-10-10,E005,P011,1.6,billable,Ops/Admin,35.48
2025-10-13,E005,P004,4.0,billable,Project Management,35.48
2025-10-13,E005,INTERNAL,3.7,non_billable,Ops/Admin,35.48
2025-10-14,E005,P009,2.1,billable,Client Meeting,35.48
2025-10-14,E005,P011,5.9,billable,Implementation,35.48
2025-10-15,E005,P006,4.1,non_billable,QA/Testing,35.48
2025-10-15,E005,P002,3.9,billable,Implementation,35.48
2025-10-16,E005,P004,3.5,non_billable,Project Management,35.48
2025-10-16,E005,P002,3.5,billable,Design,35.48
2025-10-17,E005,P012,2.0,billable,Project Management,35.48
2025-10-17,E005,P009,6.0,non_billable,Implementation,35.48
2025-10-20,E005,P004,3.4,billable,Analysis,35.48
2025-10-20,E005,P007,4.6,billable,Analysis,35.48
2025-10-21,E005,P012,2.9,billable,Analysis,35.48
2025-10-21,E005,INTERNAL,4.5,non_billable,QA/Testing,35.48
2025-10-22,E005,P007,1.9,billable,Sales/Prospecting,35.48
2025-10-22,E005,INTERNAL,4.9,non_billable,Documentation,35.48
2025-10-23,E005,P009,2.6,billable,Ops/Admin,35.48
2025-10-23,E005,P009,4.8,billable,Project Management,35.48
2025-10-24,E005,P003,3.0,billable,Ops/Admin,35.48
2025-10-24,E005,P012,5.0,billable,Design,35.48
2025-10-27,E005,P006,2.0,non_billable,Analysis,35.48
2025-10-27,E005,P006,1.7,billable,Ops/Admin,35.48
2025-10-27,E005,P011,4.3,billable,Ops/Admin,35.48
2025-10-28,E005,P002,1.8,billable,Client Meeting,35.48
2025-10-28,E005,P007,4.2,billable,Documentation,35.48
2025-10-29,E005,INTERNAL,3.3,non_billable,Client Meeting,35.48
2025-10-29,E005,P011,4.7,billable,Sales/Prospecting,35.48
2025-10-30,E005,P004,4.0,billable,Ops/Admin,35.48
2025-10-30,E005,INTERNAL,4.0,non_billable,Client Meeting,35.48
2025-10-31,E005,P009,2.5,billable,QA/Testing,35.48
2025-10-31,E005,P011,4.3,billable,QA/Testing,35.48
2025-11-03,E005,P007,3.7,billable,Ops/Admin,35.48
2025-11-03,E005,P006,1.8,billable,Ops/Admin,35.48
2025-11-03,E005,INTERNAL,2.0,non_billable,Research,35.48
2025-11-04,E005,P002,3.0,billable,Client Meeting,35.48
2025-11-04,E005,P012,5.0,billable,Project Management,35.48
2025-11-05,E005,P012,3.3,billable,Research,35.48
2025-11-05,E005,P009,2.3,billable,Analysis,35.48
2025-11-05,E005,P007,2.4,billable,Client Meeting,35.48
2025-11-06,E005,P009,3.8,billable,Project Management,35.48
2025-11-06,E005,P008,1.5,billable,Design,35.48
2025-11-06,E005,P012,2.7,billable,Ops/Admin,35.48
2025-11-07,E005,P009,1.7,billable,Implementation,35.48
2025-11-07,E005,P005,1.9,billable,Analysis,35.48
2025-11-07,E005,P012,2.8,billable,Sales/Prospecting,35.48
2025-11-10,E005,INTERNAL,2.1,non_billable,Implementation,35.48
2025-11-10,E005,P006,5.9,billable,Implementation,35.48
2025-11-11,E005,P004,3.6,non_billable,Client Meeting,35.48
2025-11-11,E005,P002,3.1,non_billable,Design,35.48
2025-11-12,E005,INTERNAL,2.8,non_billable,Implementation,35.48
2025-11-12,E005,P007,1.5,billable,QA/Testing,35.48
2025-11-12,E005,P009,3.7,billable,Sales/Prospecting,35.48
2025-11-13,E005,P009,2.9,billable,Documentation,35.48
2025-11-13,E005,P004,5.1,billable,Sales/Prospecting,35.48
2025-11-14,E005,P008,3.5,billable,Analysis,35.48
2025-11-14,E005,P006,4.1,billable,QA/Testing,35.48
2025-11-17,E005,P012,2.5,billable,Sales/Prospecting,35.48
2025-11-17,E005,INTERNAL,5.4,non_billable,Client Meeting,35.48
2025-11-18,E005,P004,2.0,billable,Research,35.48
2025-11-18,E005,P004,2.9,billable,Design,35.48
2025-11-18,E005,P002,2.6,billable,Client Meeting,35.48
2025-11-19,E005,P006,2.1,billable,QA/Testing,35.48
2025-11-19,E005,P009,2.0,billable,QA/Testing,35.48
2025-11-19,E005,P011,3.9,billable,Design,35.48
2025-11-20,E005,P007,3.4,billable,Ops/Admin,35.48
2025-11-20,E005,P002,4.6,billable,Implementation,35.48
2025-11-24,E005,P009,2.0,billable,Documentation,35.48
2025-11-24,E005,P012,5.3,billable,Implementation,35.48
2025-11-25,E005,P011,2.6,non_billable,QA/Testing,35.48
2025-11-25,E005,INTERNAL,3.6,non_billable,Ops/Admin,35.48
2025-11-26,E005,P009,2.7,billable,Analysis,35.48
2025-11-26,E005,P006,1.2,billable,QA/Testing,35.48
2025-11-26,E005,P009,2.7,billable,Project Management,35.48
2025-11-27,E005,P012,2.0,billable,Client Meeting,35.48
2025-11-27,E005,P004,1.2,billable,QA/Testing,35.48
2025-11-27,E005,P002,2.8,billable,QA/Testing,35.48
2025-11-28,E005,P006,3.8,billable,Project Management,35.48
2025-11-28,E005,P011,3.3,billable,Documentation,35.48
2025-12-01,E005,P004,2.3,billable,Client Meeting,35.48
2025-12-01,E005,P011,5.7,billable,Analysis,35.48
2025-12-02,E005,P004,2.4,billable,Client Meeting,35.48
2025-12-02,E005,P004,3.6,non_billable,Implementation,35.48
2025-12-05,E005,P009,2.4,billable,Sales/Prospecting,35.48
2025-12-05,E005,P011,4.4,billable,Design,35.48
2025-12-08,E005,P011,3.1,non_billable,Project Management,35.48
2025-12-08,E005,P009,1.8,billable,QA/Testing,35.48
2025-12-08,E005,P002,3.1,billable,Implementation,35.48
2025-12-09,E005,INTERNAL,2.3,non_billable,QA/Testing,35.48
2025-12-09,E005,P007,2.4,billable,Research,35.48
2025-12-09,E005,P009,3.3,billable,Research,35.48
2025-12-10,E005,P004,2.3,billable,Project Management,35.48
2025-12-10,E005,P007,5.5,billable,QA/Testing,35.48
2025-12-11,E005,P009,3.6,non_billable,Research,35.48
2025-12-11,E005,P006,3.4,billable,Implementation,35.48
2025-12-12,E005,P012,4.3,billable,Design,35.48
2025-12-12,E005,P010,3.7,billable,Documentation,35.48
2025-12-15,E005,P011,2.8,billable,Research,35.48
2025-12-15,E005,P011,2.0,non_billable,Sales/Prospecting,35.48
2025-12-15,E005,P002,3.0,billable,Project Management,35.48
2025-12-16,E005,P011,2.9,billable,Ops/Admin,35.48
2025-12-16,E005,P003,5.1,billable,Client Meeting,35.48
2025-12-17,E005,P009,4.4,billable,Analysis,35.48
2025-12-17,E005,P011,3.6,billable,Client Meeting,35.48
2025-12-18,E005,P004,3.4,billable,Documentation,35.48
2025-12-18,E005,P004,4.4,billable,Project Management,35.48
2025-12-19,E005,P007,4.1,non_billable,Client Meeting,35.48
2025-12-19,E005,P007,1.3,billable,Client Meeting,35.48
2025-12-19,E005,P002,2.6,non_billable,QA/Testing,35.48
2025-12-22,E005,P004,3.0,billable,Project Management,35.48
2025-12-22,E005,INTERNAL,4.4,non_billable,Analysis,35.48
2025-12-23,E005,P004,3.7,billable,Research,35.48
2025-12-23,E005,P009,4.3,billable,Design,35.48
2025-12-24,E005,P007,2.1,billable,QA/Testing,35.48
2025-12-24,E005,P012,5.3,billable,Analysis,35.48
2025-12-25,E005,P007,3.3,billable,Client Meeting,35.48
2025-12-25,E005,P002,4.7,billable,Client Meeting,35.48
2025-12-26,E005,P006,2.1,billable,Design,35.48
2025-12-26,E005,INTERNAL,4.7,non_billable,Implementation,35.48
2025-12-29,E005,P002,3.3,billable,QA/Testing,35.48
2025-12-29,E005,P011,1.1,billable,Sales/Prospecting,35.48
2025-12-29,E005,P008,3.1,billable,QA/Testing,35.48
2025-12-30,E005,P009,3.6,billable,Ops/Admin,35.48
2025-12-30,E005,P005,3.7,billable,Implementation,35.48
2026-01-01,E005,P011,2.2,billable,Ops/Admin,35.48
2026-01-01,E005,P002,5.7,non_billable,Analysis,35.48
2026-01-02,E005,P004,2.2,billable,Documentation,35.48
2026-01-02,E005,P004,5.8,billable,Research,35.48
2026-01-05,E005,P004,3.5,billable,Analysis,35.48
2026-01-05,E005,P006,1.1,billable,Client Meeting,35.48
2026-01-05,E005,P011,3.4,billable,Research,35.48
2026-01-06,E005,P009,2.0,billable,Sales/Prospecting,35.48
2026-01-06,E005,P009,1.1,billable,Analysis,35.48
2026-01-06,E005,P006,2.8,non_billable,Design,35.48
2026-01-07,E005,P011,2.2,billable,Design,35.48
2026-01-07,E005,P009,2.0,billable,Analysis,35.48
2026-01-07,E005,P009,3.3,billable,Project Management,35.48
2026-01-08,E005,P002,2.3,billable,Project Management,35.48
2026-01-08,E005,P011,3.8,billable,Sales/Prospecting,35.48
2026-01-09,E005,P002,2.8,billable,QA/Testing,35.48
2026-01-09,E005,P006,5.2,billable,Project Management,35.48
2026-01-12,E005,P009,2.4,billable,Ops/Admin,35.48
2026-01-12,E005,P012,5.0,billable,QA/Testing,35.48
2026-01-13,E005,P002,2.5,billable,Project Management,35.48
2026-01-13,E005,P002,2.2,billable,Design,35.48
2026-01-13,E005,P011,3.3,billable,Design,35.48
2026-01-14,E005,P011,3.6,billable,Research,35.48
2026-01-14,E005,INTERNAL,3.6,non_billable,Documentation,35.48
2026-01-15,E005,P002,3.1,billable,Documentation,35.48
2026-01-15,E005,P004,4.9,billable,QA/Testing,35.48
2026-01-16,E005,INTERNAL,3.9,non_billable,Research,35.48
2026-01-16,E005,P006,4.1,billable,Documentation,35.48
2026-01-19,E005,P009,2.7,billable,Project Management,35.48
2026-01-19,E005,P002,1.6,billable,Analysis,35.48
2026-01-19,E005,P001,3.7,non_billable,Analysis,35.48
2026-01-20,E005,P007,3.5,billable,Ops/Admin,35.48
2026-01-20,E005,P004,1.7,billable,Ops/Admin,35.48
2026-01-20,E005,P002,1.9,billable,Implementation,35.48
2026-01-21,E005,P009,2.3,billable,Research,35.48
2026-01-21,E005,P009,2.4,billable,Sales/Prospecting,35.48
2026-01-21,E005,P007,2.3,billable,Analysis,35.48
2026-01-22,E005,P009,3.0,billable,Research,35.48
2026-01-22,E005,P011,1.5,billable,Ops/Admin,35.48
2026-01-22,E005,P001,3.1,non_billable,Ops/Admin,35.48
2026-01-23,E005,P009,3.2,billable,Documentation,35.48
2026-01-23,E005,INTERNAL,1.6,non_billable,Client Meeting,35.48
2026-01-23,E005,P009,1.6,billable,Client Meeting,35.48
